University,Status,Target Major,Term,Q,V,AWA,Total,TOEFL,UG College,UG Major,CGPA,Papers,Work Ex
NYU Tandon School of Engineering,Admit,Computer Science,Fall 2018,168,161,4,329,109,Vellore Institute of Technology,Computer Science,8.7,N/A,0 Mo
NYU Tandon School of Engineering,Reject,Computer Science,Fall 2018,157,141,3,298,N/A,"Atharva College Of Engineering, Malad",Computer Science,7.6,N/A,0 Mo
NYU Tandon School of Engineering,Admit,Computer Science,Fall 2018,162,152,4,314,105,Rajiv Gandhi Institute of Technology,Computer Science,8.47,N/A,0 Mo
NYU Tandon School of Engineering,Reject,Computer Science,Fall 2019,165,153,4.5,318,118,Thadomal Shahani Engineering College,Computer Science,8.88,N/A,0 Mo
NYU Tandon School of Engineering,Reject,Computer Science,Fall 2017,159,153,3.5,312,100,K. J. Somaiya Institute of Engineering and IT,Computer Science,70,N/A,0 Mo
NYU Tandon School of Engineering,Reject,Computer Science,Fall 2016,158,150,3,308,81,"Madras Institute of Technology (MIT), Chromepet",ECE,8.48,N/A,0 Mo
NYU Tandon School of Engineering,Reject,Computer Science,Fall 2019,166,158,4,324,109,NIT Surathkal,Information Technology,8.16,1,30 Mo
NYU Tandon School of Engineering,Admit,Computer Science,Fall 2016,166,154,4,320,110,Veermata Jijabai Technological Institute,Computer Science,71,N/A,0 Mo
NYU Tandon School of Engineering,Admit,Computer Science,Fall 2018,169,153,3.5,322,105,Dhirubhai Ambani Institute of Information & Communication Technology (DA-II,Computer Science,7.06,N/A,0 Mo
NYU Tandon School of Engineering,Admit,Computer Science,Fall 2017,162,153,5,315,116,Maharashtra Institute of Technology,Computer Science,59.5,N/A,0 Mo
NYU Tandon School of Engineering,Admit,Computer Science,Fall 2018,163,153,3.5,316,104,NMIMS Mukesh Patel School of Technology Management and Engineering,Computer Science,9.2,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2019,168,156,4,324,102,Vesit Chembur,EEE,9.43,0,0 Mo
Harvard University,Admit,Computer Science,Spring 2013,169,160,4.5,329,105,SRM University,ECE,9.6,N/A,0 Mo
Harvard University,Admit,Computer Science,Fall 2015,170,157,4,327,107,N/A,N/A,N/A,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2018,160,148,4,308,107,R.V. College Of Engineering,Information Technology,8.25,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2018,166,151,4,317,104,Nirma University,Computer Science,8.1,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2019,168,159,0,327,114,"Indraprastha Institute of Information Technology, Delhi",Computer Science,9.37,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2018,168,157,4.5,325,115,NIT Surathkal,EEE,8.28,N/A,31 Mo
Harvard University,Reject,Computer Science,Fall 2019,165,158,4.5,323,112,"Indian Institute of Information Technology (IIIT),",Information Technology,8.92,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2019,169,161,4,330,112,RV College of Engineering,Computer Science,8.76,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2018,166,155,N/A,321,N/A,Sgsits,ECE,80.69,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2017,162,153,3.5,315,109,Manav Rachna College of engineering,Computer Science,74,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2018,167,152,3,319,94,SRM University,Computer Science,8.37,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2013,164,150,4,314,108,Manipal Institute of Technology,Computer Science,7.57,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2018,169,154,3.5,323,105,NIT Nagpur,Computer Science,8.85,N/A,5 Mo
Harvard University,Reject,Computer Science,Fall 2019,169,159,3.5,328,113,R V College of Engineering,Computer Science,9.37,N/A,17 Mo
Harvard University,Admit,Computer Science,Fall 2019,163,165,5,328,8,Guru Gobind Singh Indraprastha University,ECE,77,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2018,161,156,N/A,317,108,"College of Engineering, Guindy",Computer Science,7,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2019,164,161,4,325,112,Christ University (Faculty of Engineering),Computer Science,75,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2018,169,158,4,327,109,guru gobind singh indraprastha university,Computer Science,75.91,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2019,167,157,4,324,114,PSG College of Technology,EEE,9.32,N/A,0 Mo
Harvard University,Reject,Computer Science,Fall 2011,164,166,5,330,119,Visvesvaraya Technological University / BMS College of Engineering,Computer Science,72.5,0,0 Mo
Harvard University,Admit,Computer Science,Fall 2015,170,157,N/A,327,107,N/A,N/A,9.5,1,10 Mo
Harvard University,Admit,Computer Science,Fall 2012,159,160,4,319,111,R V College of Engineering,Computer Science,74,0,0 Mo
Harvard University,Reject,Computer Science,Fall 2014,161,158,4,319,107,Vellore Institute of Technology,Information Technology,8.98,0,0 Mo
Harvard University,Reject,Computer Science,Fall 2013,164,150,N/A,314,108,"Manipal Institute of Technology (MIT), Manipal",Computer Science,7.57,0,25 Mo
Harvard University,Reject,Computer Science,Fall 2014,163,156,N/A,319,112,"BITS Pilani, Goa Campus",Information Systems,8.6,0,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,169,162,4,331,115,"BITS Pilani, Pilani Campus",Computer Science,8.24,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,167,170,5,337,115,SSN College of Engineering,ECE,8.5,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,168,155,4,323,112,NIT Hamirpur,Computer Science,8.24,1,25 Mo
Stanford University,Reject,Computer Science,Fall 2017,167,147,3.5,314,100,Ahmedabad University,Computer Science,9.2,1,5 Mo
Stanford University,Reject,Computer Science,Fall 2017,168,155,4,323,114,IIT Bombay,Computer Science,8.4,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,165,158,4.5,323,116,Nitte Meenakshi Institute Of Technology,EEE,9.17,N/A,7 Mo
Stanford University,Reject,Computer Science,Fall 2018,170,161,4.5,331,112,NIT Calicut,Computer Science,9.49,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2013,166,163,4,329,114,DJ Sanghvi College of Engineering,Computer Science,80,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,163,151,3,314,104,"Vishwakarma Institute of Technology, Pune",Production Engineering,9.44,N/A,0 Mo
Stanford University,Admit,Computer Science,Fall 2019,158,145,4,303,99,Ahmedabad University,Computer Science,97.15,0,2 Mo
Stanford University,Reject,Computer Science,Fall 2019,166,164,5,330,116,University of Dhaka,EEE,98.5,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,170,156,N/A,326,N/A,Xyz,Computer Science,4,N/A,11 Mo
Stanford University,Reject,Computer Science,Fall 2019,170,165,5,335,N/A,IIT Kanpur,Mathematics,9.66,2,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,170,159,3.5,329,108,Indian Institute of Technology(Indian School of Mines),Computer Science,9.4,0,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,167,163,4.5,330,110,Manipal Institute of Technology,Computer Science,9.16,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,170,168,4,338,N/A,"BITS Pilani, Goa Campus",Computer Science,8.64,N/A,0 Mo
Stanford University,Admit,Computer Science,Fall 2019,170,159,4,329,111,IIT Roorkee,EEE,9.7,2,19 Mo
Stanford University,Reject,Computer Science,Fall 2019,169,149,4,318,N/A,NIT Warangal,Mechanical Engineering,9.04,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,167,166,4.5,333,119,JADAVPUR UNIVERSITY,EEE,8.99,N/A,29 Mo
Stanford University,Reject,Computer Science,Fall 2018,170,156,3.5,326,109,Vellore Institute of Technology,Information Technology,9.61,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2016,165,150,4,315,95,"P.E.S. Institute of Technology, Bangalore",Information Technology,8.65,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,170,155,4,325,115,IIT Hyderabad,Computer Science,9.35,1,0 Mo
Stanford University,Reject,Computer Science,Spring 2018,166,164,3,330,118,Chaitanya Bharathi Institute of Technology,ECE,8.91,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,166,151,4,317,104,Nirma University,Computer Science,8.1,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,170,160,5,330,N/A,NIT Trichy,Computer Science,9.82,1,17 Mo
Stanford University,Reject,Computer Science,Fall 2018,164,157,4,321,110,Chaitanya Bharathi Institute of Technology,Computer Science,70,N/A,0 Mo
Stanford University,Admit,Computer Science,Fall 2018,170,164,5.5,334,N/A,IIT Kanpur,Computer Science,9.5,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,163,159,4,322,113,PES University,Computer Science,8.8,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2016,161,154,3,315,118,"P.E.S. Institute of Technology, Bangalore",Information Technology,8.54,N/A,0 Mo
Stanford University,Reject,Computer Science,Spring 2016,147,140,2,287,5.5,Shree Devi Institute Of Technology,Computer Science,49.78,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,168,159,0,327,114,"Indraprastha Institute of Information Technology, Delhi",Computer Science,9.37,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2016,168,155,4,323,113,Veermata Jijabai Technological Institute,Computer Science,7,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2016,168,141,3.5,309,103,DJ Sanghvi College of Engineering,Information Technology,7.04,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2016,165,168,4.5,333,117,Pune Institute of Computer Technology,Computer Science,75,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2016,170,155,0,325,108,DJ Sanghvi College of Engineering,EEE,7.5,N/A,0 Mo
Stanford University,Reject,Computer Science,Spring 2019,170,164,4.5,334,N/A,IIT Delhi,Computer Science,8.6,N/A,24 Mo
Stanford University,Reject,Computer Science,Fall 2019,168,155,5,323,117,Sardar Patel Institute of Technology,Computer Science,9.55,0,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,164,158,4.5,322,110,"Sri Jayachamarajendra College Of Engineering, Mysore",ECE,9.61,N/A,17 Mo
Stanford University,Reject,Computer Science,Fall 2018,167,157,N/A,324,107,SRM University,Computer Science,9.27,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,165,149,3.5,314,105,Pune Institute of Computer Technology,Computer Science,8.72,N/A,18 Mo
Stanford University,Reject,Computer Science,Fall 2018,166,161,3.5,327,114,Savitribai Phule Pune University,Computer Science,73.5,1,42 Mo
Stanford University,Reject,Computer Science,Fall 2017,169,157,4,326,N/A,NIT Kurukshetra,Information Technology,9.6,N/A,55 Mo
Stanford University,Reject,Computer Science,Fall 2019,170,159,4,329,111,NIT Trichy,Computer Science,9.12,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,168,166,4,334,110,IIT Madras,Computer Science,8.99,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,166,157,3.5,323,104,NIT Trichy,Computer Science,7.93,1,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,163,150,3.5,313,110,guru nanak dev university,Computer Science,9.32,N/A,0 Mo
Stanford University,Admit,Computer Science,Spring 2019,150,150,5,300,100,Osmania University,Computer Science,90,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2015,165,164,0,329,118,N/A,N/A,N/A,N/A,0 Mo
Stanford University,Admit,Computer Science,Fall 2019,168,161,5,329,118,"BITS Pilani, Pilani Campus",Computer Science,8.23,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,168,163,5,331,116,New York University,Mechanical Engineering,94,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,167,161,4,328,113,Siddaganga Institute Of Technology,Computer Science,9.03,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,166,155,4,321,112,JADAVPUR UNIVERSITY,Information Technology,9.5,2,42 Mo
Stanford University,Reject,Computer Science,Fall 2019,168,157,4.5,325,108,IIT Varanasi,Computer Science,9.41,0,17 Mo
Stanford University,Reject,Computer Science,Fall 2017,164,166,4,330,113,Manipal Institute of Technology,Computer Science,8.33,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,170,160,4.5,330,114,K. J. Somaiya College of Engineering,Computer Science,9.01,1,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,170,155,4,325,107,IIT BHU,ECE,9.24,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2013,170,158,4,328,110,Sir M. Visvesvaraya Institute Of Technology (MVIT),Computer Science,83.43,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2016,170,160,4,330,115,IIT Roorkee,EEE,8.04,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,168,153,4,321,117,"BITS Pilani, Pilani Campus",Computer Science,9.14,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,168,154,4,322,114,"Indian Institute of Technology(Indian School of Mines), Dhanbad",Computer Science,9.55,N/A,19 Mo
Stanford University,Reject,Computer Science,Fall 2017,162,159,5,321,114,"Jerusalem College of Engineering, Narayanapuram, Pallikaranai, Velachery",Computer Science,8.33,N/A,32 Mo
Stanford University,Reject,Computer Science,Fall 2018,166,158,4,324,114,NIT Surathkal,Information Technology,9.4,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,167,154,4,321,104,"Indian School of Mines, Dhanbad",Mathematics,8.25,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,170,157,3,327,101,NIT Surat,Computer Science,8.9,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2012,166,158,0,324,113,Vellore Institute of Technology,Computer Science,8.5,N/A,0 Mo
Stanford University,Admit,Computer Science,Fall 2017,168,162,4,330,112,NIT Trichy,Computer Science,9.64,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,161,159,3.5,320,113,SVITS,Computer Science,73.94,N/A,82 Mo
Stanford University,Reject,Computer Science,Fall 2019,161,155,4,316,112,Vnit,Computer Science,9.5,1,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,168,156,3,324,100,IIT Delhi,Computer Science,8.26,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,N/A,N/A,N/A,N/A,107,NIT Surat,ECE,8.37,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,168,151,N/A,319,118,Sardar Patel Institute of Technology,Computer Science,73,1,27 Mo
Stanford University,Reject,Computer Science,Fall 2018,N/A,N/A,N/A,N/A,103,FR CONCEICAO RODRIGUES INSTITUE OF TECHNOLOGY,Information Technology,70,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2016,170,160,4.5,330,112,"college of engineering, guindy",Computer Science,9.47,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,170,157,0,327,116,NIT Trichy,Computer Science,9.26,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,169,158,3.5,327,108,Vellore Institute of Technology,Computer Science,9.07,1,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,170,159,5,329,106,SSN College of Engineering,EEE,8.65,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2017,165,158,4,323,118,College Of Engineering Pune,Computer Science,9.75,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,170,157,N/A,327,N/A,JECRC UDML College of Engineering (Former Uttam Devi,Computer Science,71,N/A,39 Mo
Stanford University,Admit,Computer Science,Fall 2019,169,152,4.5,321,112,NIT Surathkal,Information Technology,9.09,3,18 Mo
Stanford University,Reject,Computer Science,Fall 2019,170,162,4.5,332,117,Vellore Institute of Technology,Computer Science,9.45,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2015,170,157,4,327,107,N/A,N/A,N/A,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,169,165,4.5,334,114,Jamia Millia Islamia,Computer Science,9.8,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,N/A,N/A,N/A,N/A,7,Karunya University,Computer Science,7.9,0,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,170,162,5,332,113,NIT Trichy,Computer Science,8.76,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2011,152,164,0,316,102,DJ Sanghvi College of Engineering,Information Technology,75,N/A,0 Mo
Stanford University,Admit,Computer Science,Fall 2019,168,162,5,330,112,IIIT Delhi,Computer Science,9.6,1,0 Mo
Stanford University,Reject,Computer Science,Fall 2016,N/A,N/A,N/A,N/A,8,Northeastern university,Computer Science,9,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2012,161,162,0,323,110,DJ Sanghvi College of Engineering,Computer Engineering,71,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,170,161,3.5,331,108,IIT Bombay,Computer Science,8.7,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,170,160,4,330,N/A,IIT Varanasi,ECE,9.32,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,164,156,4.5,320,114,SRM University,Information Technology,9.3,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,158,160,5,318,116,NMIMS Mukesh Patel School of Technology Management and Engineering,Computer Science,3.5,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,170,153,N/A,323,103,VJTI,Computer Science,9,N/A,17 Mo
Stanford University,Reject,Computer Science,Fall 2019,165,152,4,317,110,NIT Rourkela,Computer Science,9.68,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,164,152,3.5,316,111,"BITS Pilani, Dubai Campus",Computer Science,9.34,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,161,150,4,311,7,Vellore Institute of Technology,ECE,88,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2019,163,150,4,313,101,Instituto Politecnico Nacional (IPN),Computer Science,9,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2018,165,155,4,320,116,Veermata Jijabai Technological Institute,Computer Science,8.7,N/A,0 Mo
Stanford University,Reject,Computer Science,Fall 2015,161,170,0,331,115,N/A,N/A,N/A,N/A,0 Mo
